slice,kind,role,project,agent_type,session_id,start,end,dur_s,turns,raw_turns,tokens,cost_usd,note
032,subagent,subagent:plan-writer,bot,plan-writer,agent-a2ac8fccb71d7c17b.jsonl,2026-06-22T16:20:39.655000+00:00,2026-06-22T16:25:37.841000+00:00,298,27,64,2154873,1.66,Revise slice 032 bot plan
032,subagent,subagent:Explore,root,Explore,agent-ada3cf26da799ded4.jsonl,2026-06-22T13:52:42.769000+00:00,2026-06-22T13:54:41.738000+00:00,119,7,23,230946,0.51,Survey current Telegram bot UX
032,subagent,subagent:Explore,root,Explore,agent-a9db9b03e5ecd4af9.jsonl,2026-06-22T15:25:04.194000+00:00,2026-06-22T15:26:31.771000+00:00,88,8,33,206892,0.42,Trace setup-failure text source
032,subagent,subagent:Explore,bot,Explore,agent-ada4fea56494502fa.jsonl,2026-06-22T16:08:52.413000+00:00,2026-06-22T16:09:58.097000+00:00,66,12,27,307866,0.09,Survey bot docs for required reading
034,manager,manager:root,root,,32d40e97-d007-4252-b37e-31aa5d37925b,2026-06-22T21:21:27.659000+00:00,2026-06-23T00:26:53.471000+00:00,11126,193,415,41567546,28.40,117/163 mentions -> 034
034,manager,manager:worker,worker,,9ddc761a-78d8-4c27-b611-5531543c2497,2026-06-22T22:10:19.076000+00:00,2026-06-22T22:59:23.382000+00:00,2944,56,155,9084453,9.21,77/105 mentions -> 034
034,subagent,subagent:code-writer,worker,code-writer,agent-ab8db5f24c5b0c32f.jsonl,2026-06-22T22:38:34.204000+00:00,2026-06-22T22:55:18.378000+00:00,1004,75,151,9784603,7.41,Implement worker plan for slice 034
034,manager,manager:root,root,,29584b6b-cedd-4674-8f27-7a283afed313,2026-06-25T20:31:58.142000+00:00,2026-06-25T20:53:37.375000+00:00,1299,47,128,5246093,5.73,2/6 mentions -> 034
034,manager,manager:vscode-extension,vscode-extension,,313efbfa-7e4b-49da-af47-697d16c52ce0,2026-06-22T21:30:58.864000+00:00,2026-06-22T22:08:06.005000+00:00,2227,34,101,3783602,4.87,47/59 mentions -> 034
034,subagent,subagent:plan-writer,worker,plan-writer,agent-a9d37b7ad48138190.jsonl,2026-06-22T22:20:35.452000+00:00,2026-06-22T22:34:54.237000+00:00,859,39,84,4115920,3.74,Write worker plan for slice 034
034,manager,manager:root,root,,e5e7aa2f-30a3-4c00-8b09-e7eb11d1d9cf,2026-06-25T19:35:37.627000+00:00,2026-06-25T19:46:11.334000+00:00,634,28,72,3179900,3.42,4/34 mentions -> 034
034,subagent,subagent:code-reviewer,vscode-extension,code-reviewer,agent-a883a61131a9c0462.jsonl,2026-06-22T22:00:22.257000+00:00,2026-06-22T22:06:35.971000+00:00,374,33,75,2907659,2.80,Code-reviewer for vscode-extension
034,subagent,subagent:code-reviewer,worker,code-reviewer,agent-a41fbb19a4e42e74f.jsonl,2026-06-22T22:46:16.936000+00:00,2026-06-22T22:57:55.803000+00:00,699,22,65,1981184,2.23,Review worker implementation slice 034
034,subagent,subagent:code-writer,vscode-extension,code-writer,agent-a61945208f9eede99.jsonl,2026-06-22T21:54:23.682000+00:00,2026-06-22T21:59:15.022000+00:00,291,28,62,2025919,2.03,Code-writer for vscode-extension
034,subagent,subagent:slice-verifier,root,slice-verifier,agent-a4078f3b09d9a80c6.jsonl,2026-06-22T23:04:16.917000+00:00,2026-06-22T23:09:03.580000+00:00,287,24,62,1848181,1.66,Independently verify slice 034
034,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a616c3f75c5a3eb40.jsonl,2026-06-22T22:27:29.898000+00:00,2026-06-22T22:31:12.305000+00:00,222,17,49,1432131,1.54,Review worker plan for slice 034
034,subagent,subagent:plan-writer,vscode-extension,plan-writer,agent-a9661089f270b21fd.jsonl,2026-06-22T21:47:44.980000+00:00,2026-06-22T21:51:31.178000+00:00,226,28,57,1644264,1.26,Plan-writer revision for vscode-extension
034,subagent,subagent:plan-writer,vscode-extension,plan-writer,agent-ac980ce2c3d90daf3.jsonl,2026-06-22T21:38:18.305000+00:00,2026-06-22T21:43:33.014000+00:00,315,13,30,845288,1.10,Plan-writer for vscode-extension
034,subagent,subagent:plan-reviewer,vscode-extension,plan-reviewer,agent-a03f8e60df8e74895.jsonl,2026-06-22T21:44:22.770000+00:00,2026-06-22T21:46:57.812000+00:00,155,8,27,540221,0.79,Plan-reviewer for vscode-extension
034,manager,manager:root,root,,7d5c544a-3fb8-4a70-8ef4-540efc6e2de9,2026-06-22T23:46:17.521000+00:00,2026-06-22T23:48:18.634000+00:00,121,5,22,307382,0.77,7/22 mentions -> 034
034,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-ac69ab0a8ff1c8458.jsonl,2026-06-22T22:35:26.561000+00:00,2026-06-22T22:37:20.276000+00:00,114,9,26,544192,0.70,Re-review revised worker plan
034,subagent,subagent:plan-reviewer,vscode-extension,plan-reviewer,agent-a4d6ada44c38ebdd5.jsonl,2026-06-22T21:51:56.933000+00:00,2026-06-22T21:53:42.004000+00:00,105,8,23,430161,0.62,Plan-reviewer re-review for vscode-extension
034,manager,manager:vscode-extension,vscode-extension,,dbf91552-2b77-4895-9d8b-9215967b4f33,2026-06-23T00:25:30.770000+00:00,2026-06-23T00:26:50.411000+00:00,80,4,16,178341,0.47,6/8 mentions -> 034
034,subagent,subagent:Explore,root,Explore,agent-a5a727ed759470434.jsonl,2026-06-25T19:37:13.107000+00:00,2026-06-25T19:39:05.554000+00:00,112,8,33,169851,0.29,Find README maintenance in workflow docs
034,subagent,subagent:Explore,vscode-extension,Explore,agent-a87d21b39f8307fa3.jsonl,2026-06-22T21:39:00.551000+00:00,2026-06-22T21:39:51.854000+00:00,51,13,34,272889,0.07,Survey docs and conventions
034,subagent,subagent:Explore,worker,Explore,agent-a56a13c2e41531cf9.jsonl,2026-06-22T22:20:58.417000+00:00,2026-06-22T22:21:43.463000+00:00,45,3,7,40452,0.04,Survey worker docs for required reading
035,manager,manager:root,root,,905e1611-6a89-4db4-bf06-a70305a71429,2026-06-25T13:48:55.201000+00:00,2026-06-25T17:56:15.048000+00:00,14840,88,281,18474315,17.83,10/50 mentions -> 035
035,manager,manager:root,root,,4f669fe9-f052-408e-9d23-f2a11b6eb2c2,2026-06-23T12:56:49.692000+00:00,2026-06-23T16:35:46.745000+00:00,13137,43,113,4770231,8.62,8/26 mentions -> 035
035,manager,manager:root,root,,f3714267-01f9-4f29-9bec-5a05977dedd8,2026-06-26T13:38:59.549000+00:00,2026-06-26T13:43:46.679000+00:00,287,15,45,1140930,1.65,25/44 mentions -> 035
035,manager,manager:root,root,,49a26054-2bf8-424f-8859-dade331631f7,2026-06-26T12:23:51.946000+00:00,2026-06-26T12:25:15.752000+00:00,84,4,10,217619,0.61,3/5 mentions -> 035
036,manager,manager:root,root,,b0c15a44-fbef-47a9-a5d1-63c74caa3875,2026-06-22T23:48:28.624000+00:00,2026-06-23T07:01:39.142000+00:00,25991,129,328,24220779,19.05,63/136 mentions -> 036
036,manager,manager:root,root,,67bbff42-e740-43d5-8684-dbdb95a479c5,2026-06-23T00:22:23.168000+00:00,2026-06-23T00:54:53.660000+00:00,1950,38,115,3679448,4.61,52/90 mentions -> 036
036,manager,manager:controller,controller,,39c81dc9-36ba-481b-b7e5-834773bbe0ce,2026-06-23T00:08:32.994000+00:00,2026-06-23T00:20:22.211000+00:00,709,26,67,2162130,2.83,25/49 mentions -> 036
036,subagent,subagent:code-reviewer,root,code-reviewer,agent-aae94bf21609c3bc4.jsonl,2026-06-23T00:46:47.402000+00:00,2026-06-23T00:53:08.597000+00:00,381,27,69,2367299,2.41,Review slice 036 dockerimages change
036,subagent,subagent:slice-verifier,root,slice-verifier,agent-a88da688c36649010.jsonl,2026-06-23T00:57:19.852000+00:00,2026-06-23T01:02:55.056000+00:00,335,42,81,2167968,1.63,Independent slice-036 verification
036,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a3af660b2a24c8d03.jsonl,2026-06-23T00:14:59.049000+00:00,2026-06-23T00:19:26.697000+00:00,268,26,64,1496474,1.48,Review controller TZ change (slice 036)
036,subagent,subagent:code-writer,root,code-writer,agent-a474d84ae1eba6e59.jsonl,2026-06-23T00:41:15.102000+00:00,2026-06-23T00:44:31.539000+00:00,196,20,52,1384065,1.23,Implement slice 036 dockerimages Dockerfile
036,subagent,subagent:plan-writer,root,plan-writer,agent-a21af478084726923.jsonl,2026-06-23T00:30:21.149000+00:00,2026-06-23T00:36:26.901000+00:00,366,16,45,1054268,1.21,Plan slice 036 dockerimages
036,subagent,subagent:plan-reviewer,root,plan-reviewer,agent-ac21cb9644434c0c7.jsonl,2026-06-23T00:37:09.453000+00:00,2026-06-23T00:40:25.195000+00:00,196,12,39,885009,1.18,Review slice 036 dockerimages plan
036,subagent,subagent:code-writer,controller,code-writer,agent-ad1c38d546651a2f0.jsonl,2026-06-23T00:12:13.499000+00:00,2026-06-23T00:14:21.326000+00:00,128,23,39,998165,0.85,Implement controller TZ config (slice 036)
036,subagent,subagent:Explore,root,Explore,agent-a88589c64281da6d3.jsonl,2026-06-23T00:30:37.520000+00:00,2026-06-23T00:31:23.591000+00:00,46,22,43,456255,0.09,Survey DockerImages docs
037,manager,manager:root,root,,2bb75000-4993-4103-a49d-dcd42326836f,2026-06-23T06:34:15.076000+00:00,2026-06-23T06:52:59.103000+00:00,1124,42,111,3583066,3.90,54/85 mentions -> 037
037,manager,manager:vscode-extension,vscode-extension,,a5b2fed8-e531-450f-b6b5-29e1786e961a,2026-06-23T06:38:07.353000+00:00,2026-06-23T06:47:53.315000+00:00,586,22,63,1544194,2.34,28/45 mentions -> 037
037,subagent,subagent:code-writer,vscode-extension,code-writer,agent-a9bd15308e36c4b1a.jsonl,2026-06-23T06:41:27.606000+00:00,2026-06-23T06:46:44.316000+00:00,317,16,32,689775,0.96,Implement transient terminals (slice 037)
037,subagent,subagent:code-reviewer,vscode-extension,code-reviewer,agent-aca965abf5e4d5204.jsonl,2026-06-23T06:43:31.277000+00:00,2026-06-23T06:45:35.482000+00:00,124,9,29,389465,0.53,Review transient-terminals change (slice 037)
037,subagent,subagent:slice-verifier,root,slice-verifier,agent-a5c184da3cf13977c.jsonl,2026-06-23T06:49:19.670000+00:00,2026-06-23T06:50:22.379000+00:00,63,7,17,214563,0.37,Verify slice 037
038,manager,manager:root,root,,2570fd6b-94a8-4881-8155-c46fb4101719,2026-06-27T06:54:33.553000+00:00,2026-06-27T16:44:07.022000+00:00,35373,101,325,24626513,23.35,171/585 mentions -> 038
038,manager,manager:root,root,,4edc6b17-50b9-4749-823f-7f05c16e5ea9,2026-06-27T17:35:42.490000+00:00,2026-06-27T19:30:49.293000+00:00,6907,123,313,22835717,16.19,106/165 mentions -> 038
038,manager,manager:root,root,,e7e4e40a-d8fa-46f8-81d8-4196c63af53b,2026-06-26T07:56:27.924000+00:00,2026-06-26T11:29:51.405000+00:00,12803,91,210,16953261,15.72,19/108 mentions -> 038
038,manager,manager:root,root,,95f6282b-93f7-4436-8497-984d70c51a46,2026-06-26T18:43:33.448000+00:00,2026-06-26T19:44:57.911000+00:00,3684,62,195,15526547,15.43,31/179 mentions -> 038
038,manager,manager:root,root,,8764866d-db00-4f62-82cd-17dca00803a4,2026-06-26T16:23:07.727000+00:00,2026-06-26T18:28:44.383000+00:00,7537,63,177,11999033,12.13,19/109 mentions -> 038
038,manager,manager:root,root,,30e6ba1e-9a73-4125-8860-227cc19d5b38,2026-06-26T07:19:50.842000+00:00,2026-06-26T13:45:14.512000+00:00,23124,45,134,7343315,9.61,9/25 mentions -> 038
038,manager,manager:root,root,,37d7eebf-eb38-4a64-94df-76e79fb59103,2026-06-26T18:22:29.481000+00:00,2026-06-26T19:07:16.125000+00:00,2687,61,129,8864637,8.90,23/55 mentions -> 038
038,manager,manager:worker,worker,,556c30ae-4f0a-4beb-b02c-a7ffa299b0f4,2026-06-27T17:41:04.824000+00:00,2026-06-27T18:34:54.540000+00:00,3230,59,139,8864168,8.19,81/156 mentions -> 038
038,manager,manager:root,root,,142023d6-0548-48d0-a3ad-2a8a55b27fc4,2026-06-26T11:31:32.288000+00:00,2026-06-26T12:26:37.098000+00:00,3305,55,126,7783664,7.62,23/55 mentions -> 038
038,subagent,subagent:code-writer,worker,code-writer,agent-a530b506eb3a57fb7.jsonl,2026-06-27T18:15:00.443000+00:00,2026-06-27T18:25:26.526000+00:00,626,68,139,9784160,6.73,Code-writer for slice 038 worker
038,subagent,subagent:plan-writer,worker,plan-writer,agent-a670700df9cd1eb9c.jsonl,2026-06-27T17:49:40.020000+00:00,2026-06-27T18:10:46.757000+00:00,1267,48,94,6952079,5.65,Plan-writer for slice 038 worker
038,manager,manager:root,root,,4b886491-3369-4992-b7a6-ee4fa5f2ac41,2026-06-26T12:26:54.215000+00:00,2026-06-26T12:31:59.724000+00:00,306,34,75,3522890,2.89,8/30 mentions -> 038
038,subagent,subagent:general-purpose,root,general-purpose,agent-acca9d83e8c338298.jsonl,2026-06-27T07:24:11.214000+00:00,2026-06-27T07:36:02.652000+00:00,711,41,100,3628726,2.59,Amend slice 038 taxonomy
038,subagent,subagent:code-reviewer,worker,code-reviewer,agent-a2b37265e56561638.jsonl,2026-06-27T18:26:42.500000+00:00,2026-06-27T18:31:01.409000+00:00,259,18,47,2071413,2.04,Code-reviewer for slice 038 worker
038,subagent,subagent:general-purpose,root,general-purpose,agent-a51643bbad9e67efc.jsonl,2026-06-27T09:07:30.240000+00:00,2026-06-27T09:14:30.955000+00:00,421,31,59,2427946,1.84,Align slice 047 to session category
038,manager,manager:controller,controller,,846523f4-ceee-4c2d-8930-22e2167b1081,2026-06-27T18:36:04.254000+00:00,2026-06-27T18:43:32.264000+00:00,448,18,44,1299509,1.77,34/42 mentions -> 038
038,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a3c5d95014878f50c.jsonl,2026-06-27T18:11:15.382000+00:00,2026-06-27T18:14:23.640000+00:00,188,14,35,1275296,1.47,Plan-reviewer re-review slice 038 worker
038,subagent,subagent:arch-design,root,arch-design,agent-a97f9027e5ebc4283.jsonl,2026-06-26T08:06:00.054000+00:00,2026-06-26T08:17:18.938000+00:00,679,11,39,921521,1.46,Arch-design worker CLI + session open
038,manager,manager:vscode-extension,vscode-extension,,2bb06bba-d896-4db1-8a42-d89efb4649f5,2026-06-27T18:44:32.075000+00:00,2026-06-27T18:52:16.529000+00:00,464,16,42,978225,1.41,34/44 mentions -> 038
038,subagent,subagent:slice-verifier,root,slice-verifier,agent-a6313033781b10f53.jsonl,2026-06-27T18:53:18.515000+00:00,2026-06-27T18:58:29.900000+00:00,311,20,60,1440036,1.39,Independently verify slice 038
038,manager,manager:root,root,,17917f15-e38c-48c7-9dd9-d3f22471f781,2026-06-28T12:19:30.427000+00:00,2026-06-28T12:21:31.843000+00:00,121,20,42,1370425,1.32,15/44 mentions -> 038
038,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a31b4127d7be826ae.jsonl,2026-06-27T18:01:19.961000+00:00,2026-06-27T18:05:10.452000+00:00,230,12,38,1143519,1.32,Plan-reviewer for slice 038 worker (retry)
038,subagent,subagent:general-purpose,root,general-purpose,agent-af991b77ec3e9c2d7.jsonl,2026-06-27T07:24:48.568000+00:00,2026-06-27T07:30:27.883000+00:00,339,19,49,1382545,1.23,Amend slice 052 env rename CLI
038,subagent,subagent:general-purpose,root,general-purpose,agent-a418d4f3202bd3d00.jsonl,2026-06-27T07:24:25.693000+00:00,2026-06-27T07:27:47.514000+00:00,202,19,41,1045335,0.92,Amend slice 039 sync to env sync
038,subagent,subagent:general-purpose,root,general-purpose,agent-a0fb82a376d3ae746.jsonl,2026-06-27T09:07:41.667000+00:00,2026-06-27T09:13:09.651000+00:00,328,15,54,929001,0.90,Align slice 050 to session category
038,subagent,subagent:code-writer,vscode-extension,code-writer,agent-a131cef9405143275.jsonl,2026-06-27T18:47:30.509000+00:00,2026-06-27T18:49:18.324000+00:00,108,25,45,1025121,0.87,Implement vscode-extension attach rename
038,subagent,subagent:code-reviewer,controller,code-reviewer,agent-ac0bc23a8bf8fc6db.jsonl,2026-06-27T18:40:40.091000+00:00,2026-06-27T18:42:54.693000+00:00,135,12,31,529815,0.71,Review slice 038 controller serve change
038,subagent,subagent:Explore,root,Explore,agent-aa330fed6beb24ae2.jsonl,2026-06-26T07:58:04.775000+00:00,2026-06-26T08:00:38.962000+00:00,154,9,41,442978,0.71,Map config + contracts plumbing
038,manager,manager:root,root,,884ea7f8-7c43-4585-87fe-29946f1c72d1,2026-06-26T12:24:08.517000+00:00,2026-06-26T12:25:18.988000+00:00,70,7,18,398233,0.71,4/9 mentions -> 038
038,manager,manager:root,root,,f4c71334-ef77-464f-9c59-8ee2e99e16f0,2026-06-26T19:27:36.262000+00:00,2026-06-26T19:30:25.551000+00:00,169,5,12,248913,0.71,1/5 mentions -> 038
038,subagent,subagent:Explore,root,Explore,agent-a5f36b98cb391a64e.jsonl,2026-06-26T07:57:55.467000+00:00,2026-06-26T08:00:16.173000+00:00,141,12,43,503618,0.69,Map SSE + vscode-extension open flow
038,subagent,subagent:Explore,root,Explore,agent-a4c37782a84d76331.jsonl,2026-06-26T07:57:45.995000+00:00,2026-06-26T07:59:51.239000+00:00,125,11,41,501232,0.69,Map current worker CLI surface
038,subagent,subagent:Explore,root,Explore,agent-a24b0ce18b37ec1d0.jsonl,2026-06-26T08:07:01.210000+00:00,2026-06-26T08:09:02.759000+00:00,122,7,29,293741,0.55,Pillar 2 controller auth/token survey
038,subagent,subagent:Explore,root,Explore,agent-ae3536e2daa2bbb98.jsonl,2026-06-26T08:07:14.229000+00:00,2026-06-26T08:09:36.103000+00:00,142,9,37,352601,0.50,Pillar 3 extension/notify survey
038,subagent,subagent:Explore,root,Explore,agent-a9382c9afbab76539.jsonl,2026-06-26T19:08:02.075000+00:00,2026-06-26T19:09:46.450000+00:00,104,9,39,317177,0.47,Map repo config + ordering + clone location
038,subagent,subagent:code-reviewer,vscode-extension,code-reviewer,agent-a4de76dbf46080577.jsonl,2026-06-27T18:49:49.866000+00:00,2026-06-27T18:51:41.342000+00:00,111,8,21,332883,0.46,Review vscode-extension attach rename
038,subagent,subagent:code-writer,controller,code-writer,agent-a46fbe9677e70f47f.jsonl,2026-06-27T18:39:15.062000+00:00,2026-06-27T18:40:07.190000+00:00,52,10,21,363016,0.44,Implement slice 038 controller serve subcommand
038,subagent,subagent:Explore,root,Explore,agent-acca39a7d7183b380.jsonl,2026-06-26T08:07:34.534000+00:00,2026-06-26T08:09:28.561000+00:00,114,6,35,198364,0.39,Loose members config plumbing survey
038,subagent,subagent:Explore,root,Explore,agent-a3b3a37dc0a889217.jsonl,2026-06-26T18:45:45.034000+00:00,2026-06-26T18:47:02.459000+00:00,77,6,18,183863,0.38,Map bot session-start UX
038,subagent,subagent:Explore,root,Explore,agent-a2d1bdd29fa1f5359.jsonl,2026-06-26T18:45:25.741000+00:00,2026-06-26T18:46:28.723000+00:00,63,5,22,151555,0.34,Map worker session-create + cwd code
038,subagent,subagent:Explore,root,Explore,agent-a68415c272f391e9c.jsonl,2026-06-26T18:45:55.677000+00:00,2026-06-26T18:47:41.261000+00:00,106,9,36,237541,0.33,Map contracts session + ROOT_MODELS
038,subagent,subagent:Explore,root,Explore,agent-af37808a1754bf866.jsonl,2026-06-27T06:57:14.682000+00:00,2026-06-27T06:59:29.142000+00:00,134,7,25,181170,0.33,Read worker-CLI decisions D100-D104
038,subagent,subagent:Explore,root,Explore,agent-ac31e69cdc2bee714.jsonl,2026-06-27T06:56:57.430000+00:00,2026-06-27T06:58:24.639000+00:00,87,5,16,93620,0.30,Read slice 038 worker_cli_taxonomy
038,subagent,subagent:Explore,root,Explore,agent-ad46641aa1e89dc73.jsonl,2026-06-26T19:08:15.147000+00:00,2026-06-26T19:09:32.533000+00:00,77,5,21,132621,0.29,Map worker CLI connect picker internals
038,subagent,subagent:Explore,root,Explore,agent-a0a60c7dd30e4daa4.jsonl,2026-06-26T18:45:34.721000+00:00,2026-06-26T18:46:53.652000+00:00,79,8,27,167427,0.25,Map controller surface-1 session endpoints
038,subagent,subagent:Explore,root,Explore,agent-a34fba2b2e5ac06eb.jsonl,2026-06-27T06:57:08.254000+00:00,2026-06-27T06:58:35.813000+00:00,88,4,17,67263,0.19,Read slice 052 env_rename
038,subagent,subagent:Explore,root,Explore,agent-a3ba2199736259319.jsonl,2026-06-27T06:57:02.230000+00:00,2026-06-27T06:58:03.322000+00:00,61,4,14,59285,0.17,Read slice 039 in_pod_controller_actions
038,subagent,subagent:Explore,worker,Explore,agent-a9b9a25f5e5907ad3.jsonl,2026-06-27T17:50:07.241000+00:00,2026-06-27T17:51:21.130000+00:00,74,28,59,624030,0.12,Survey worker docs directory
038,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a62f521da05f1e83f.jsonl,2026-06-27T17:57:36.891000+00:00,2026-06-27T18:01:00.497000+00:00,204,1,1,0,0.00,Plan-reviewer for slice 038 worker
039,manager,manager:root,root,,6a52f6ae-437c-4a20-9126-c4ba1eb42c77,2026-06-28T12:22:00.701000+00:00,2026-06-28T16:00:55.103000+00:00,13134,186,405,35656728,24.84,75/160 mentions -> 039
039,subagent,subagent:code-writer,controller,code-writer,agent-adabc9d32e95518aa.jsonl,2026-06-28T13:04:59.773000+00:00,2026-06-28T13:31:21.145000+00:00,1581,178,317,31859514,19.01,Implement slice 039 controller plan
039,manager,manager:controller,controller,,b09a477f-c07d-4b67-890f-771a0ad84f72,2026-06-28T12:32:04.136000+00:00,2026-06-28T13:33:11.072000+00:00,3667,55,142,7225797,7.89,156/298 mentions -> 039
039,manager,manager:worker,worker,,592c5664-12c8-42e8-bd11-77b14fab5ed3,2026-06-28T13:36:12.529000+00:00,2026-06-28T14:14:52.248000+00:00,2320,45,122,5413795,5.70,54/106 mentions -> 039
039,subagent,subagent:plan-writer,controller,plan-writer,agent-af86cfdf3eff3532e.jsonl,2026-06-28T12:42:19.926000+00:00,2026-06-28T13:01:24.725000+00:00,1145,60,119,6960130,5.54,Write plan for slice 039 controller
039,subagent,subagent:plan-writer,worker,plan-writer,agent-a67da4677f8797fdd.jsonl,2026-06-28T13:42:58.697000+00:00,2026-06-28T13:58:29.169000+00:00,930,47,94,5972479,4.84,Write plan for worker env sync
039,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a4243827fcf1ea2a0.jsonl,2026-06-28T12:51:39.557000+00:00,2026-06-28T13:04:20.739000+00:00,761,38,90,4453988,4.06,Review slice 039 controller plan
039,subagent,subagent:code-writer,worker,code-writer,agent-a6635ca2647715d94.jsonl,2026-06-28T14:02:38.298000+00:00,2026-06-28T14:08:27.266000+00:00,349,35,77,3777396,2.70,Implement worker env sync
039,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a8001bf85854441e3.jsonl,2026-06-28T13:21:31.737000+00:00,2026-06-28T13:26:06.233000+00:00,274,26,64,2730421,2.15,Review slice 039 controller implementation
039,subagent,subagent:slice-verifier,root,slice-verifier,agent-a916775e67937c061.jsonl,2026-06-28T14:16:53.605000+00:00,2026-06-28T14:22:57.047000+00:00,363,35,92,2631817,2.03,Independent slice verification
039,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-ac924ab4e35c7fb2c.jsonl,2026-06-28T13:49:10.910000+00:00,2026-06-28T13:52:56.067000+00:00,225,15,41,1303779,1.34,Review worker env sync plan
039,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a980b2e4feacaa6c6.jsonl,2026-06-28T13:58:56.966000+00:00,2026-06-28T14:02:06.620000+00:00,190,15,41,1294665,1.30,Re-review revised plan
039,subagent,subagent:code-reviewer,worker,code-reviewer,agent-a0fc05e07f5940796.jsonl,2026-06-28T14:09:54.522000+00:00,2026-06-28T14:12:42.795000+00:00,168,12,37,1071188,1.18,Review worker env sync code
039,manager,manager:root,root,,8ec0ecb9-968d-403b-8462-d5da90d6d11b,2026-06-28T12:21:10.314000+00:00,2026-06-28T12:21:22.135000+00:00,12,2,4,95614,0.50,1/1 mentions -> 039
039,manager,manager:root,root,,995a458f-f26a-48a0-81c8-2944a7ad5605,2026-06-28T12:21:05.467000+00:00,2026-06-28T12:21:08.901000+00:00,3,1,2,53162,0.33,1/1 mentions -> 039
039,subagent,subagent:Explore,controller,Explore,agent-a719dc0ec4f5ca9d0.jsonl,2026-06-28T12:42:43.910000+00:00,2026-06-28T12:43:54.869000+00:00,71,22,57,593716,0.11,Survey controller + root docs
039,subagent,subagent:Explore,worker,Explore,agent-acd173951e0e78e00.jsonl,2026-06-28T13:43:20.539000+00:00,2026-06-28T13:43:56.815000+00:00,36,18,46,454731,0.08,Survey worker + root docs
040,manager,manager:root,root,,3998e2e4-75c9-4360-97dd-3627e1368d48,2026-06-28T17:25:20.547000+00:00,2026-06-28T19:07:02.989000+00:00,6102,143,334,23600748,16.40,107/178 mentions -> 040
040,manager,manager:root,root,,64966b3a-bf61-4841-8c54-2943aba64b14,2026-06-26T12:37:34.131000+00:00,2026-06-26T13:28:24.262000+00:00,3050,81,184,11188672,9.56,31/69 mentions -> 040
040,manager,manager:root,root,,f67208a3-4ccd-444b-98cd-fa99767dafc6,2026-06-26T12:37:17.311000+00:00,2026-06-26T13:11:20.730000+00:00,2043,55,117,5687802,5.75,23/78 mentions -> 040
040,manager,manager:worker,worker,,6d5e9938-ecee-4c0d-83a7-f08ffd9e0111,2026-06-28T18:09:25.384000+00:00,2026-06-28T18:18:50.190000+00:00,565,20,59,1291332,1.73,13/19 mentions -> 040
040,subagent,subagent:slice-verifier,root,slice-verifier,agent-a916143ee0c8d18b3.jsonl,2026-06-28T18:24:46.497000+00:00,2026-06-28T18:30:08.606000+00:00,322,34,87,1910024,1.47,Independent slice 040 verification
040,subagent,subagent:code-reviewer,worker,code-reviewer,agent-a2fa063cf35efcb59.jsonl,2026-06-28T18:15:32.931000+00:00,2026-06-28T18:18:03.422000+00:00,150,14,30,639969,0.65,Review worker env-id var rename
040,subagent,subagent:code-writer,worker,code-writer,agent-a7a4dbfc0505e34c6.jsonl,2026-06-28T18:13:44.993000+00:00,2026-06-28T18:14:57.568000+00:00,73,13,23,540670,0.59,Implement worker env-id var rename
041,manager,manager:root,root,,650a4a90-4578-451a-b907-8b23c2acce0d,2026-07-02T19:55:00.857000+00:00,2026-07-03T09:28:52.241000+00:00,48831,62,160,10582376,28.81,8/37 mentions -> 041
041,manager,manager:root,root,,8127a454-5c9a-458c-832a-292eee14338c,2026-06-27T20:17:55.330000+00:00,2026-06-28T11:00:42.447000+00:00,52967,163,377,29945310,23.03,163/265 mentions -> 041
041,subagent,subagent:code-writer,bot,code-writer,agent-a6153e36abaa09ad3.jsonl,2026-06-28T07:39:34.947000+00:00,2026-06-28T07:55:04.805000+00:00,930,108,215,18363601,11.49,Implement slice 041 bot plan
041,manager,manager:root,root,,6678c984-2b99-4e0b-b5bb-1557dc6feb33,2026-06-26T12:37:25.575000+00:00,2026-06-26T13:26:54.468000+00:00,2969,70,154,11935536,10.78,27/94 mentions -> 041
041,manager,manager:bot,bot,,915d3045-67dc-43b1-96f9-f363c9321a6d,2026-06-28T07:09:21.985000+00:00,2026-06-28T08:01:48.595000+00:00,3147,56,106,7131907,6.30,123/186 mentions -> 041
041,manager,manager:worker,worker,,461229f4-807c-4a0d-9efe-0c4e96d01228,2026-06-28T08:03:06.206000+00:00,2026-06-28T08:18:35.162000+00:00,929,49,95,4314430,4.19,30/41 mentions -> 041
041,subagent,subagent:plan-reviewer,bot,plan-reviewer,agent-a5e7476dde27ef953.jsonl,2026-06-28T07:26:17.226000+00:00,2026-06-28T07:31:30.750000+00:00,314,24,65,3182722,2.75,Review plan for slice 041 bot
